"lang"
{
	"Language"		"English"
		"DOTA_Tooltip_modifier_stint_w_debt" "Debt to Crypto Investor"
		"DOTA_Tooltip_modifier_stint_w_debt_description" "You owe %dMODIFIER_PROPERTY_TOOLTIP% gold, which will be deducted from you when Stint buys Aghanim's Shard"
		"DOTA_Tooltip_ability_stint_e"	"STINTLERSCHMERZ"
		"DOTA_Tooltip_ability_stint_e_description" "Stint creates 1 of his %inators% INATORS:\n<h1><font color=' #DC143C'>DESTROYER-INATOR</font></h1>Fires a beam that deals %damage_first% damage per second to enemies within %radius%.\n<h1><font color=' #00FFFF'>SLEEP-INATOR</font></h1>Enemies within %radius% are put to sleep for %duration_third% sec. Damage to awaken: %awake_damage%.\n<h1><font color=' #FF9A00'>IGNITER-INATOR</font></h1>Ignites enemies within %radius%. Burn damage per second equals %damage_second%%% of max. enemy health and lasts %fire_duration% sec.\n<h1><font color=' #7955d4'>ACCELERATOR-INATOR</font></h1>Stint and his allies within %radius% gain %cdr_fourth%%% bonus to ability and item recharges."
		"DOTA_Tooltip_ability_stint_e_Lore"	"Hero created thanks to <font color='#FFC0CB'>Happy</font>, <font color='#7DF9FF'>KFG870</font>"
		"DOTA_Tooltip_ability_stint_e_hit_destroy" "ATTACKS TO DESTROY:"
		"DOTA_Tooltip_ability_stint_e_duration" "INATOR DURATION:"
		"DOTA_Tooltip_ability_stint_e_gold" "GOLD FOR DESTRUCTION:"
		"DOTA_Tooltip_ability_stint_e_xp" "XP FOR DESTRUCTION:"
		"DOTA_Tooltip_ability_stint_r" "NEW TRACK"
		"DOTA_Tooltip_ability_stint_r_description" "Stint bursts into action with a new track, gaining bonuses based on the random track.\n<h1><font color='#FFFFFF'>You Won't Understand</font></h1>Stint creates 3 projectors with a radius of %projector_width% around himself, which blind enemies inside them for %projector_miss%%%.<br>Stint also increases movement speed by %bonus_ms%%% and spell damage by %bonus_spell%%%.\n<h1><font color='#0096FF'>Armageddon</font></h1>Stint makes night on the map and launches armageddon in a radius of %armageddon_radius% around himself, which deals %armageddon_damage_base% + %armageddon_damage_pct%%% damage from current health every %armageddon_interval% sec.\n<h1><font color='#D70040'>I'm at Night cry</font></h1>Stint gains an aura that burns enemies within %fire_radius% and reduces their magic and status resistance by %fire_decrease%%% every %fire_interval% sec. The reduction lasts for %fire_duration% sec.<br>Burning damage per second is %fire_dps%."
		"DOTA_Tooltip_ability_stint_r_Lore"	"Hero created thanks to <font color='#FFC0CB'>Happy</font>, <font color='#7DF9FF'>KFG870</font>"
		"DOTA_Tooltip_ability_stint_r_duration" "DURATION:"
		"DOTA_Tooltip_modifier_stint_r_1" "You won't understand"
		"DOTA_Tooltip_modifier_stint_r_1_description" "Spotlights are on, movement speed is increased by %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%, spell damage is increased by %dMODIFIER_PROPERTY_SPELL_AMPLIFY_PERCENTAGE%%%"
		"DOTA_Tooltip_modifier_stint_r_1_debuff" "You won't understand"
		"DOTA_Tooltip_modifier_stint_r_1_debuff_description" "Miss chance increased by %dMODIFIER_PROPERTY_MISS_PERCENTAGE%%%"
		"DOTA_Tooltip_modifier_stint_r_2" "Armageddon"
		"DOTA_Tooltip_modifier_stint_r_2_description" "Deals damage to all nearby enemies."
		"DOTA_Tooltip_modifier_stint_r_3" "I cry at night"
		"DOTA_Tooltip_modifier_stint_r_3_description" "Sets all nearby enemies on fire and reduces their resistance to magic and effects."
		"DOTA_Tooltip_modifier_stint_r_3_debuff" "I cry at night"
		"DOTA_Tooltip_modifier_stint_r_3_debuff_description" "Magic and status resistance reduced by %dMODIFIER_PROPERTY_MAGICAL_RESISTANCE_BONUS%%%"
		"DOTA_Tooltip_ability_stint_e_scepter_description" "Inator gains %inator_effects% effects instead of 1. There is also a %chance%%% chance that the ability will not go on cooldown after use."
		"DOTA_Tooltip_facet_stint_inator" "INVISIBLE-INATOR"
		"DOTA_Tooltip_facet_stint_inator_description" "Adds INVISIBLE-INATOR to STINTLERSCHMERZ's ability."
		"DOTA_Tooltip_ability_stint_e_facet_stint_inator" "<h1><font color=' #c4a9f9'>INVISIBLE-INATOR</font></h1>Stint and allied heroes gain invisibility in a radius of %radius%. Invisibility exit time: %duration_fifth% sec."
		"DOTA_Tooltip_facet_stint_crypto" "HEALTHY CIGARETTE"
		"DOTA_Tooltip_facet_stint_crypto_description" "For every successful investment with CRYPTOINVESTOR Stint heals his health."
		"DOTA_Tooltip_ability_stint_w_facet_stint_crypto" "For each successful investment, Stint heals himself in the amount of %heal%%% of the winning amount."
		"DOTA_Tooltip_ability_special_bonus_unique_stint_1" "+{s:bonus_duration} sec. STINTLERSCHMERZ's Inator Duration"
		"DOTA_Tooltip_ability_special_bonus_unique_stint_2" "+{s:bonus_duration} sec. NELYA Duration"
		"DOTA_Tooltip_ability_special_bonus_unique_stint_3" "INATORS slow enemies by {s:bonus_slow}%"
		"DOTA_Tooltip_ability_special_bonus_unique_stint_4" "-{s:bonus_AbilityCooldown} sec. CRYPTOINVESTOR cooldown"
		"DOTA_Tooltip_ability_special_bonus_unique_stint_5" "+{s:bonus_hits} NELYA's hits"
		"DOTA_Tooltip_ability_special_bonus_unique_stint_6" "+{s:bonus_base_damage} NELYA'S base damage"
		"DOTA_Tooltip_ability_special_bonus_unique_stint_7" "NELYA applies a strong dispel every {s:bonus_dispel} sec."
		"DOTA_Tooltip_ability_special_bonus_unique_stint_8" "All effects from NEW TRACK"
		"DOTA_Tooltip_modifier_inator_2_debuff" "Igniter-inator"
		"DOTA_Tooltip_modifier_inator_2_debuff_description" "You're burning!"
		"DOTA_Tooltip_modifier_inator_3_debuff" "Sleep-inator"
		"DOTA_Tooltip_modifier_inator_3_debuff_description" "You fell asleep"
		"DOTA_Tooltip_modifier_inator_4_buff" "Accelerator-inator"
		"DOTA_Tooltip_modifier_inator_4_buff_description" "Your ability and item cooldowns are reduced."
		"DOTA_Tooltip_modifier_inator_5_buff" "Invisible-inator"
		"DOTA_Tooltip_modifier_inator_5_buff_description" "You are invisible"
		"DOTA_Tooltip_modifier_inator_slow_effect" "Slow"
		"DOTA_Tooltip_modifier_inator_slow_effect_description" "Movement speed reduced by %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%"
 		"npc_inator"	"INATOR"

		"DOTA_Tooltip_ability_stray_r"	"ДЕДУШКА ГАНС"
		"DOTA_Tooltip_ability_stray_r_description" "Любящий дедушка Ганс Бочаров приходит на помощь Стрею, усаживая его в свой Тигр и даруя доп. дальность атаки, броню, невосприимчивость к эффектам и доп. скорость передвижения на %duration% сек. Танк имеет фиксированный интервал выстрелов, равный %bat% сек.\nВ режиме 5х5 бонус к броне уменьшен на %dota_bonus_armor%%%."
		"DOTA_Tooltip_ability_stray_r_range"	"ДОП. ДАЛЬНОСТЬ АТАКИ:"
		"DOTA_Tooltip_ability_stray_r_mv"	"%ДОП. СКОРОСТЬ ПЕРЕДВИЖЕНИЯ:"
		"DOTA_Tooltip_ability_stray_r_armor"	"ДОП. БРОНЯ:"
		"DOTA_Tooltip_ability_stray_r_dmg"	"ДОП. УРОН:"
		"DOTA_Tooltip_ability_stray_r_bat"	"ИНТЕРВАЛ АТАК:"
		"DOTA_Tooltip_ability_stray_r_duration"	"ДЛИТЕЛЬНОСТЬ:"
		"DOTA_Tooltip_ability_stray_r_magic_resist" "%ДОП. СОПРОТИВЛЕНИЕ К МАГИИ:"
		"DOTA_Tooltip_ability_stray_r_shard_description" "Ганс начинает брать врагов на таран: в радиусе %radius% танк разрушает все деревья, а также отталкивает всех врагов, нанося им %taran_damage% магического урона."
		"DOTA_Tooltip_modifier_stray_r" "Дедушка Ганс"
		"DOTA_Tooltip_modifier_stray_r_Description"	"Урон, дальность атаки, броня и скорость передвижения героя увеличены"
		"DOTA_Tooltip_ability_special_bonus_unique_stray_6" "+{s:bonus_dmg} к урону от ДЕДУШКА ГАНС"
		"DOTA_Tooltip_ability_special_bonus_unique_stray_8" "Беспрепятственное передвижение в танке"
		"DOTA_Tooltip_ability_special_bonus_unique_stray_7" "УСАТЫЙ СОСУН крадет по {s:bonus_as_steal} скорости атаки"
		"DOTA_Tooltip_ability_special_bonus_unique_stray_5" "+{s:bonus_duration} сек. к длительности УСАТЫЙ СОСУН"
		"DOTA_Tooltip_ability_special_bonus_unique_stray_4" "-{s:bonus_AbilityCooldown} сек. перезарядки СЛУЧАЙНЫЙ ДОНАТ"
		"DOTA_Tooltip_ability_special_bonus_unique_stray_1" "+{s:bonus_damage_steal} к краже урона от УСАТЫЙ СОСУН"
		"DOTA_Tooltip_ability_special_bonus_unique_stray_3" "+{s:bonus_damage} к урону от НЕМЫТЫЙ ПАЛЬЧИК"
		"DOTA_Tooltip_ability_special_bonus_unique_stray_2" "+{s:bonus_AbilityCastRange} к дальности применения НЕМЫТЫЙ ПАЛЬЧИК"
		"DOTA_Tooltip_ability_stray_w"	"НЕМЫТЫЙ ПАЛЬЧИК"
		"DOTA_Tooltip_ability_stray_w_description" "Стрей вставляет выбранному противнику свой белгородский палец, прыгая ему за спину и нанося урон цели и остальным врагам на пути."
		"DOTA_Tooltip_ability_stray_w_damage" "УРОН:"
		"DOTA_Tooltip_ability_stray_w_facet"	"НЕМЫТЫЙ ПАЛЬЧИК"
		"DOTA_Tooltip_ability_stray_w_facet_description" "Стрей вставляет выбранному противнику свой белгородский палец, прыгая ему за спину и нанося урон цели и остальным врагам на пути."
		"DOTA_Tooltip_ability_stray_w_facet_damage" "УРОН:"
		"DOTA_Tooltip_ability_stray_w_facet_debuff_duration" "ДЛИТЕЛЬНОСТЬ:"
		"DOTA_Tooltip_ability_stray_w_facet_slow" "%ЗАМЕДЛЕНИЕ ПЕРЕДВИЖЕНИЯ:"
		"DOTA_Tooltip_ability_stray_w_facet_damage_per_second" "УРОН В СЕКУНДУ:"
		"DOTA_Tooltip_Facet_stray_facet_w" "ВОНЮЧАЯ КОБУРА"
		"DOTA_Tooltip_Facet_stray_facet_w_description" "Способность НЕМЫТЫЙ ПАЛЬЧИК замедляет врагов и наносит периодический урон."
		"DOTA_Tooltip_ability_stray_w_facet_Facet_stray_facet_w" "Палец становится настолько вонючим, что замедляет врагов и наносит им периодический урон."
		"DOTA_Tooltip_ability_stray_q" "СЛУЧАЙНЫЙ ДОНАТ"
		"DOTA_Tooltip_ability_stray_q_description" "Стрею залетает один из трёх случайных донатов:\n<font color='#00FFFF'>АНОНИМНЫЙ ДОНАТ</font> — Олег создаёт %illusion_count% свои иллюзии, а также получает невидимость.\n<font color='#DC143C'>ОСУДИТЕЛЬНЫЙ ДОНАТ</font> — укрываясь от осудительных выражений, Стрей получает %evasion%%% уклонения и имеет %bashchance%%% шанс оглушить врага при атаке на %bashduration% cек.\n<font color='#669900'>НЕМЕЦКИЙ ДОНАТ</font> — Стрей получает щит, который поглощает любой входящий урон, а также восстанавливает %hpregen% здоровья в секунду. Здоровье щита составляет %shield_from_hp%%% от текущего здоровья героя.\nКаждый из эффектов длится %duration% сек."
		"DOTA_Tooltip_ability_stray_q_duration" "ДЛИТЕЛЬНОСТЬ ЭФФЕКТОВ:"
		"DOTA_Tooltip_ability_stray_q_gold_per_donate" "ЗОЛОТО ЗА ДОНАТ:"
		"DOTA_Tooltip_ability_stray_q_outgoing_damage_tooltip" "%УРОН ИЛЛЮЗИЙ:"
		"DOTA_Tooltip_ability_stray_q_tooltip_incoming_damage_total_pct" "%УРОН ПО ИЛЛЮЗИЯМ:"
		"DOTA_Tooltip_ability_stray_q_evasion" "%ДОП. УКЛОНЕНИЕ:"
		"DOTA_Tooltip_ability_stray_q_bashchance" "%ШАНС ОГЛУШЕНИЯ:"
		"DOTA_Tooltip_ability_stray_q_bashduration" "ДЛИТЕЛЬНОCТЬ ОГЛУШЕНИЯ:"
		"DOTA_Tooltip_ability_stray_q_shield_from_hp" "%ТЕКУЩЕГО ЗДОРОВЬЯ В ЩИТ:"
		"DOTA_Tooltip_ability_stray_q_hpregen" "ДОП. ВОССТАНОВЛЕНИЕ ЗДОРОВЬЯ:"
		"DOTA_Tooltip_Facet_stray_facet_q" "ТРУШНЫЕ ДОНАТЫ"
		"DOTA_Tooltip_Facet_stray_facet_q_description" "За каждый донат Стрей получает золото."
		"DOTA_Tooltip_ability_stray_q_Facet_stray_facet_q" "За каждый донат Стрей получает %gold_per_donate% золота."
		"DOTA_Tooltip_ability_stray_e" "УСАТЫЙ СОСУН"
		"DOTA_Tooltip_ability_stray_e_description" "С каждой атакой усатый жулик ловко высасывает урон у своих противников.\nНе работает на иллюзиях."
		"DOTA_Tooltip_ability_stray_e_damage_steal" "КРАДЕТ УРОНА:"
		"DOTA_Tooltip_ability_stray_e_as_steal"		"КРАДЕТ СКОРОСТИ АТАКИ:"
		"DOTA_Tooltip_ability_stray_e_duration"		"ДЛИТЕЛЬНОСТЬ:"
		"DOTA_Tooltip_modifier_stray_e_attack_speed_buff" "Украдено скорости атаки"
		"DOTA_Tooltip_modifier_stray_e_attack_speed_debuff" "Украдено скорости атаки"
		"DOTA_Tooltip_modifier_stray_e_damage_buff"	"Украдено урона"
		"DOTA_Tooltip_modifier_stray_e_damage_debuff"	"Украдено урона"
		"DOTA_Tooltip_modifier_stray_q_asu" "Асудительный донат"
		"DOTA_Tooltip_modifier_stray_q_asu_description" "Герой получает +%dMODIFIER_PROPERTY_EVASION_CONSTANT%%% к уклонению и имеет шанс оглушить врага при атаке"
		"DOTA_Tooltip_modifier_stray_q_nemec" "Немецкий донат"
		"DOTA_Tooltip_modifier_stray_q_nemec_description" "Герой поглощает весь входящий урон и восстанавливает здоровье"
		"DOTA_Tooltip_ability_stray_scepter" "БРАЗИЛЬСКИЙ МАЛЬЧИК"
		"DOTA_Tooltip_ability_stray_scepter_description" "Желая отомстить всем донатерам злосчастной песни, Стрей рассылает бразильского мальчика всем врагам на карте, создавая рядом с каждым противником свою иллюзию, атакующую его после небольшой задержки.\nИллюзии не находятся под контролем игрока воруют урон способностью УСАТЫЙ СОСУН. Весь сворованный урон также передается герою."
		"DOTA_Tooltip_ability_stray_scepter_duration" "ДЛИТЕЛЬНОСТЬ:"
		"DOTA_Tooltip_ability_stray_scepter_tooltip_outgoing" "%УРОН ИЛЛЮЗИЙ:"
		"DOTA_Tooltip_ability_stray_scepter_tooltip_illusion_total_damage_incoming" "%УРОН ПО ИЛЛЮЗИЯМ:"
		"DOTA_Tooltip_ability_stray_innate" "БУБНА"
		"DOTA_Tooltip_ability_stray_innate_description" "Любой кто атакует Усатого, получает бубну в лицо. Бубна наносит урон в радиусе %radius% и замедляет противников на %slow%%%. Урон бубны равен %bonus_tooltip%%% урона от атак."
		"DOTA_Tooltip_ability_stray_innate_bonus_damage" "%ДОП. УРОН:"
		"DOTA_Tooltip_ability_stray_innate_radius" "РАДИУС:"
		"DOTA_Tooltip_ability_stray_innate_duration" "ДЛИТЕЛЬНОСТЬ ЗАМЕДЛЕНИЯ:"
		"DOTA_Tooltip_ability_stray_innate_slow" "%ЗАМЕДЛЕНИЕ ПЕРЕДВИЖЕНИЯ:"
		"DOTA_Tooltip_modifier_stray_innate_debuff" "Бубна"
		"DOTA_Tooltip_modifier_stray_innate_debuff_description" "Скорость передвижения снижена на %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%"
		"DOTA_Tooltip_modifier_stray_w_facet" "Вонючая кобура"
		"DOTA_Tooltip_modifier_stray_w_facet_description" "Вы замедлены на %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% и получаете периодический урон"

		"DOTA_Tooltip_ability_minion_slow" "BANANAS"
		"DOTA_Tooltip_ability_minion_slow_Description" "The minion throws bananas at enemies with each attack, slowing their movement by %slow%%%. The effect stacks up to %max_stacks% times."
		"DOTA_Tooltip_ability_minion_slow_slow" "%MOVEMENT SLOW:"
		"DOTA_Tooltip_ability_minion_slow_duration" "SLOW DURATION:"
		"DOTA_Tooltip_ability_minion_slow_max_stacks" "MAXIMUM EFFECTS:"
		"DOTA_Tooltip_modifier_minion_slow_debuff" "Banana!"
		"DOTA_Tooltip_modifier_minion_slow_debuff_description" "Movement speed reduced by %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%"
		"DOTA_Tooltip_ability_minion_purple_blob" "AGGRESSIVE SPIT"
		"DOTA_Tooltip_ability_minion_purple_blob_description" "When a mutated minion drops below half health, it spits at the nearest enemy within %radius%, dealing damage equal to %damage_base% + %damage_pct%%% of the target's current health and inflicting disarm for %duration% sec."
		"DOTA_Tooltip_ability_minion_purple_blob_damage_base" "BASE DAMAGE:"
		"DOTA_Tooltip_ability_minion_purple_blob_damage_pct" "%DAMAGE FROM CURRENT HEALTH:"
		"DOTA_Tooltip_ability_minion_purple_blob_duration" "DISARM DURATION:"
		"DOTA_Tooltip_ability_minion_purple_blob_radius" "ENEMY SEARCH RADIUS:"
		"DOTA_Tooltip_ability_minion_banana" "THROW BANANA"
		"DOTA_Tooltip_ability_minion_banana_description" "The minion throws a banana at the target location, rooting all enemies within %banana_radius% for %root_duration% seconds and slowing their movement."
		"DOTA_Tooltip_ability_minion_banana_banana_radius" "RADIUS:"
		"DOTA_Tooltip_ability_minion_banana_root_duration" "ROOT DURATION:"
		"DOTA_Tooltip_ability_minion_banana_banana_slow" "%MOVEMENT SLOW:"
		"DOTA_Tooltip_ability_minion_banana_slow_duration" "SLOW DURATION:"

		"DOTA_Tooltip_Ability_item_minion_generator" "MINION GENERATOR"
		"DOTA_Tooltip_Ability_item_minion_generator_description" "<h1>Active: PAPOY!</h1>Summons a minion to the target location with %bonus_attack_speed_minion% increased attack speed and %bonus_movespeed_minion%%% increased movement speed. The minion lasts %minion_duration% sec.\n\n<h1>Passive: Minion Aura</h1> Increases the armor of allied buildings and units by %bonus_armor_aura% and their attack speed by %bonus_attack_speed_aura%. Reduces enemy armor by %minus_armor_aura%.<br><br>Radius: %radius%"
		"DOTA_Tooltip_modifier_item_minion_generator_aura_buff_armor" "Minion Generator"
		"DOTA_Tooltip_modifier_item_minion_generator_aura_buff_armor_Description" "Armor increased by %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS%.\nAttack speed increased by %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%."
		"DOTA_Tooltip_modifier_item_minion_generator_aura_debuff_armor" "Minion Generator"
		"DOTA_Tooltip_modifier_item_minion_generator_aura_debuff_armor_Description" "Armor reduced by %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS%"
		"DOTA_Tooltip_modifier_minion_banana_root_debuff" "Root"
		"DOTA_Tooltip_modifier_minion_banana_movespeed_debuff" "Movement Slow"
		"DOTA_Tooltip_modifier_minion_banana_movespeed_debuff_description" "Movement Speed ​​reduced by %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%"
